"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.284061542E0,1.195750923E1,-1.956584309E1,2.472934849E0,2.306338331E1
2.294131542E0,6.018484107E0,-2.137615041E1,3.954766645E0,2.255664285E1
2.304201542E0,-1.799796367E-1,-2.475243330E1,6.720466905E0,2.564917196E1
2.314272542E0,-5.831624637E0,-3.026763937E1,9.828923929E0,3.235344780E1
2.324342542E0,-1.179093258E1,-3.544831922E1,1.415543316E1,3.994978991E1
2.334412542E0,-1.640762743E1,-3.984208546E1,1.925585412E1,4.719523206E1
2.344482542E0,-1.978575453E1,-4.315428988E1,2.452658576E1,5.343521523E1
2.354552542E0,-2.449088033E1,-4.363772364E1,2.986853884E1,5.827678573E1
2.364622542E0,-2.999344472E1,-4.331371772E1,3.284986570E1,6.208702397E1
2.374692542E0,-3.364064548E1,-4.203413176E1,3.279206948E1,6.303872684E1
2.384762542E0,-3.339139037E1,-4.011995918E1,2.936683370E1,5.989162710E1
2.394832542E0,-2.963675287E1,-3.828582796E1,2.406688936E1,5.406807660E1
2.404902542E0,-2.339628623E1,-3.667992059E1,1.864666313E1,4.733392895E1
2.414972542E0,-1.624520932E1,-3.524024020E1,1.362590931E1,4.112720219E1
2.425043542E0,-9.418055872E0,-3.436865423E1,9.831439401E0,3.696703087E1
2.435113542E0,-2.419269104E0,-3.462184335E1,6.857685853E0,3.537729152E1
2.445183542E0,5.401174255E0,-3.525526287E1,4.287227633E0,3.592334288E1
2.455253542E0,1.371490393E1,-3.671157507E1,3.956369075E0,3.938897296E1
2.465323542E0,2.164408854E1,-3.913781874E1,6.293669279E0,4.516465097E1
2.475393542E0,2.595254157E1,-4.121547947E1,8.929494692E0,4.951753262E1
2.485463542E0,2.735260824E1,-4.268166646E1,1.309588844E1,5.235830520E1
2.495533542E0,2.773444546E1,-4.398547860E1,1.683706683E1,5.465719177E1
2.505603542E0,2.633950562E1,-4.420929131E1,1.870631759E1,5.475543180E1
2.515674542E0,2.368021299E1,-4.305645895E1,1.930187171E1,5.279368708E1
2.525744542E0,2.096788612E1,-4.154395266E1,1.740062849E1,4.968233209E1
2.535814542E0,1.831433546E1,-4.013768794E1,1.417380277E1,4.633946008E1
2.545884542E0,1.595100316E1,-3.872015446E1,1.071288494E1,4.322558001E1
2.555954542E0,1.371726270E1,-3.757107835E1,7.898721789E0,4.076933934E1
2.566024542E0,1.159594314E1,-3.673684206E1,6.098864611E0,3.900330257E1
2.576094542E0,9.146669637E0,-3.602395187E1,5.580692546E0,3.758365074E1
2.586164542E0,6.841328267E0,-3.542471985E1,5.701259794E0,3.652696144E1
2.596234542E0,4.606304344E0,-3.561800308E1,5.747007240E0,3.637153111E1
2.606305542E0,2.556310882E0,-3.565023059E1,6.524326149E0,3.633236158E1
2.616375542E0,1.373165386E0,-3.502328745E1,6.806085345E0,3.570488825E1
2.626445542E0,1.264073299E0,-3.453558522E1,5.636790733E0,3.501539573E1
2.636515542E0,1.734135643E0,-3.360287247E1,4.360193283E0,3.392891908E1
2.646585542E0,2.409800708E0,-3.234589418E1,2.935863590E0,3.256813327E1
2.656655542E0,2.948649112E0,-3.102136652E1,1.906548690E0,3.121945932E1
2.666725542E0,3.561941927E0,-2.976874791E1,1.563496934E0,3.002183048E1
2.676795542E0,5.017326182E0,-2.899919118E1,1.271259820E0,2.945747363E1
2.686865542E0,6.696538344E0,-2.834962166E1,1.187941236E0,2.915400278E1
2.696935542E0,8.563960683E0,-2.861694232E1,1.627916147E0,2.991522892E1
2.707006542E0,1.056939778E1,-2.795259572E1,3.514264900E0,3.009002882E1
2.717076542E0,1.294310655E1,-2.681186007E1,6.365521619E0,3.044535618E1
2.727146542E0,1.746173657E1,-2.657766739E1,8.925388777E0,3.302949005E1
2.737216542E0,2.433096833E1,-2.698481838E1,9.766461632E0,3.762393142E1
2.747286542E0,3.212132835E1,-2.751455740E1,8.845491253E0,4.320964383E1
2.757356542E0,3.914788764E1,-2.727398658E1,7.573994329E0,4.830934527E1
2.767426542E0,4.579680100E1,-2.722163763E1,7.891949544E0,5.385765874E1
2.777496542E0,5.286544387E1,-2.677000337E1,9.904754130E0,6.007905117E1
2.787567542E0,6.078313052E1,-2.440482101E1,1.244785440E1,6.667183306E1
2.797637542E0,6.893905612E1,-2.013152846E1,1.550552835E1,7.347307879E1
2.807707542E0,7.330590646E1,-1.479083371E1,1.891730033E1,7.713876415E1
2.817777542E0,7.330251040E1,-1.095824814E1,2.023703562E1,7.683019487E1
2.827847542E0,7.323925756E1,-9.469631238E0,1.969242361E1,7.642940737E1
2.837917542E0,7.264694396E1,-9.258522195E0,1.723478274E1,7.523520743E1
2.847987542E0,6.770264600E1,-9.734905379E0,1.390181018E1,6.979739955E1
2.858057542E0,5.975488127E1,-1.014404675E1,1.137468450E1,6.166790874E1
2.868127542E0,5.142473203E1,-1.109882105E1,9.449146103E0,5.345066188E1
2.878198542E0,4.291224322E1,-1.291862776E1,8.270508810E0,4.557140416E1
2.888268542E0,3.517445902E1,-1.520917626E1,7.334356720E0,3.901736022E1
2.898338542E0,2.872442818E1,-1.772277499E1,6.285976682E0,3.433224476E1
2.908408542E0,2.371375730E1,-1.996702055E1,5.434400473E0,3.147311398E1
2.918478542E0,1.940018445E1,-2.180512788E1,4.044389259E0,2.946502746E1
2.928552042E0,1.586415095E1,-2.377138980E1,2.803864451E0,2.871605673E1
2.938622042E0,1.320935483E1,-2.582105406E1,1.752770135E0,2.905660151E1
2.948692042E0,1.059950743E1,-2.777666703E1,1.224793532E0,2.975555256E1
2.958762042E0,8.209238176E0,-2.971575343E1,8.636301704E-1,3.084093790E1
2.968833042E0,5.929055037E0,-3.125659065E1,7.134597123E-1,3.182196061E1
2.978903042E0,3.547515677E0,-3.175637322E1,2.561899431E-1,3.195493297E1
2.988973042E0,1.743524517E0,-3.205235226E1,-9.595156632E-2,3.209988115E1
2.999043042E0,7.613560098E-1,-3.199953319E1,8.501455410E-1,3.201987718E1
3.009113042E0,2.222263545E-1,-3.155916067E1,1.601938283E0,3.160057298E1
3.019183042E0,1.037962639E-1,-3.104929984E1,2.880131439E0,3.118276689E1
3.029253042E0,4.255118233E-1,-3.039214296E1,4.806799229E0,3.077285708E1
3.039323042E0,1.838593812E0,-2.940691987E1,4.886117586E0,2.986672912E1
3.049393042E0,4.953066452E0,-2.826312964E1,4.896620355E0,2.910866289E1
3.059463042E0,1.012889428E1,-2.704432666E1,4.630334061E0,2.924773662E1
3.069534042E0,1.708693122E1,-2.597617601E1,4.163888805E0,3.136977699E1
3.079604042E0,2.475656611E1,-2.475066978E1,4.274629222E0,3.526692041E1
3.089674042E0,3.159140222E1,-2.404024243E1,4.587162899E0,3.996238248E1
3.099744042E0,3.619578984E1,-2.428209497E1,4.876761457E0,4.385815934E1
3.109814042E0,3.818438345E1,-2.529181322E1,4.348026689E0,4.600682874E1
3.119884042E0,3.810011571E1,-2.564005935E1,3.315103765E0,4.604368984E1
3.129954042E0,3.656978711E1,-2.509784236E1,2.414655066E0,4.441938293E1
3.140024042E0,3.387658999E1,-2.410226970E1,2.107337983E0,4.162911994E1
3.150094042E0,3.117242816E1,-2.280756050E1,1.642300444E0,3.866008593E1
3.160165042E0,2.878678055E1,-2.141252009E1,1.052007359E0,3.589263811E1
3.170235042E0,2.633438112E1,-1.998074514E1,6.421704590E-1,3.306270086E1
3.180305042E0,2.350531576E1,-1.849932966E1,4.553833477E-1,2.991542146E1
3.190375042E0,2.036758991E1,-1.717010552E1,1.295071728E0,2.667074152E1
3.200445042E0,1.741234397E1,-1.589527568E1,2.763425692E0,2.373786075E1
3.210515042E0,1.443177958E1,-1.575809533E1,2.860831534E0,2.155871488E1
3.220585042E0,1.112062064E1,-1.704067623E1,2.332340888E0,2.048152006E1
